st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
8080/tcp,"139.21.170.81,147.54.168.21,139.23.156.197,132.186.79.116,161.218.81.100,149.212.124.13,139.21.170.16,129.73.168.93,161.218.188.155,149.212.124.16,149.212.124.14,132.186.137.233,139.21.170.215,139.21.170.33,132.186.58.30,139.23.160.125,10.141.183.157,149.212.124.12,149.212.124.18,149.212.124.19,10.141.183.147,149.212.124.9,146.254.254.35,147.54.155.166,129.73.188.95,157.163.130.176,139.22.14.197,157.163.130.177,139.22.14.198,157.163.130.182,158.92.68.149,157.163.130.181,157.163.130.178,139.22.14.196,139.22.147.253,132.186.217.39,157.163.130.179,157.163.130.180,147.54.155.167,147.54.155.135,147.54.155.158,139.25.239.9,139.25.239.39,139.25.239.8","HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,tcp_8080,tcp_8080,tcp_8080,HTTP_and_HTTPS_proxy,tcp_8080,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTPS_proxy,tcp_8080,HTTPS_proxy,tcp_8080,HTTPS_proxy,HTTPS_proxy,HTTPS_proxy,HTTPS_proxy,tcp_8080,HTTP_and_HTTPS_proxy,HTTPS_proxy,HTTPS_proxy,HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,HTTP_and_HTTPS_proxy,tcp_8080,tcp_8080,tcp_8080","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4513_mytma,a_2048,a_4513_mytma,a_2048,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_2048,a_whitelist,a_17224,a_4513_mytma,a_4513_mytma,a_whitelist,a_whitelist,a_whitelist,wuser_4471,wuser_4471,wuser_4471","713,668,713,713,797,803,721,801,722,803,803,784,696,696,784,719,730,812,812,812,729,812,801,818,797,1062,920,1062,920,1062,985,1062,1062,920,881,1004,1062,1062,819,835,820,439,439,439","697,652,697,697,781,787,705,785,706,787,787,768,680,680,768,703,714,796,796,796,713,796,785,802,781,1046,904,1046,904,1046,969,1046,1046,904,865,988,1046,1046,803,819,804,424,424,424"
8081/tcp,"132.186.122.27,158.226.188.225,132.186.137.233,147.54.168.21,132.186.58.30,161.218.81.100,129.73.188.95,147.54.155.135,147.54.155.158,147.54.155.167,147.54.155.166","tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081,tcp_8081","a_17747_earn_civil,a_whitelist_SCDCopy,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","1051,965,784,668,784,797,797,835,820,819,818","1035,949,768,652,768,781,781,819,804,803,802"
8082/tcp,139.23.123.202,tcp_8082,wuser_2200,524,509
8083/tcp,139.22.147.253,tcp_8083,a_whitelist,881,865
8084/tcp,139.23.123.202,tcp_8084,wuser_2200,524,509
809/tcp,"209.243.214.37,140.231.152.20,140.231.40.137","tcp_809,tcp_809,tcp_809","a_whitelist,a_whitelist,a_whitelist","800,800,800","784,784,784"
8090/tcp,"139.23.212.200,10.28.208.15,10.28.210.21,10.28.210.12,158.226.216.246,139.16.231.156,139.16.60.141,158.226.216.245,158.226.188.243,158.226.188.219","tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090,tcp_8090","a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_3040,wuser_2226,wuser_2226,wuser_3040,wuser_3040,wuser_3040","771,681,680,682,417,380,380,417,417,417","755,665,664,666,402,365,365,402,402,402"
8091/tcp,"10.28.210.12,136.157.210.102","tcp_8091,tcp_8091","a_whitelist,a_whitelist","682,830","666,814"
8094/tcp,"139.23.28.16,139.23.28.48,139.23.212.198,139.23.28.40,139.23.29.189,139.23.29.141,139.23.29.147","tcp_8094,tcp_8094,tcp_8094,tcp_8094,tcp_8094,tcp_8094,tcp_8094","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","691,691,770,691,691,691,691","675,675,754,675,675,675,675"
8095/tcp,132.186.217.205,TCP_8095,a_DiPEC,971,955
8095/udp,132.186.217.205,UDP_8095,a_DiPEC,971,955
8096/tcp,132.186.217.205,TCP_8096,a_DiPEC,971,955
8096/udp,132.186.217.205,UDP_8096,a_DiPEC,971,955
81/tcp,"149.212.124.14,149.212.124.13,10.160.0.218,149.212.124.16","tcp_81,tcp_81,tcp_81,tcp_81","a_whitelist,a_whitelist,a_whitelist,a_whitelist","803,803,634,803","787,787,618,787"
810/tcp,"140.231.40.137,140.231.152.20,209.243.214.37","tcp_810,tcp_810,tcp_810","a_whitelist,a_whitelist,a_whitelist","800,800,800","784,784,784"
8100-8199/tcp,"139.22.180.153,139.22.180.71,157.163.142.80,139.22.180.175","tcp_8100-8199,tcp_8100-8199,tcp_8100-8199,tcp_8100-8199","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8100/tcp,139.24.237.69,tcp_8100,a_whitelist,666,650
8102/tcp,"140.231.14.105,140.231.14.103","TCP_8102,TCP_8102","a_12366_sapap9,a_12366_sapap9","951,948","935,932"
8105/tcp,"139.23.29.189,139.23.155.12,139.23.155.26,139.23.155.27,139.23.155.29,139.23.155.30,139.23.155.6,139.21.161.204,139.23.28.16,139.23.28.40,139.23.28.48,139.23.29.141,139.23.155.10,139.23.155.11,139.23.29.147","tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105,tcp_8105","a_whitelist,wuser_1989,wuser_1989,wuser_1989,wuser_1989,wuser_1989,wuser_1989,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_1989,wuser_1989,a_whitelist","691,517,517,517,517,517,517,765,691,691,691,691,517,517,691","675,502,502,502,502,502,502,749,675,675,675,675,502,502,675"
8120/tcp,139.21.161.197,tcp_8120,a_SAP_VP1,764,748
8140/tcp,"132.186.61.241,129.73.47.22,140.231.188.242,129.73.158.28,132.186.33.172,139.16.14.228,139.16.231.191,209.243.224.135,139.22.144.55,149.246.96.7,132.186.33.173,146.253.32.22,132.186.61.241,165.218.6.17,146.253.34.2,132.186.45.170,140.231.188.242,165.218.212.10,158.226.192.242,161.218.188.177,161.218.188.178,149.246.96.8,161.218.9.10,209.243.234.138,149.246.96.9,136.157.15.181,136.157.15.180,132.186.33.172,161.134.134.174,132.186.33.173,149.246.96.6,129.214.226.134","TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140,TCP_8140","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_99994_MMSA,a_17042_CDC,a_99994_MMSA,a_99994_MMSA,a_17042_CDC,a_99994_MMSA,a_17042_CDC,a_17042_CDC,a_99994_MMSA,a_17042_CDC,a_17042_CDC,a_99994_MMSA,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_99994_MMSA,a_99994_MMSA,a_99994_MMSA,a_17042_CDC,a_99994_MMSA,a_99994_MMSA,a_17042_CDC,a_17042_cdc,a_17042_cdc,a_17042_CDC,a_17042_cdc,a_17042_CDC,a_17042_CDC,a_99994_MMSA","953,956,953,1110,954,1110,1110,956,1110,956,954,1110,954,956,1110,956,954,956,1110,1110,1110,956,1110,1110,956,974,974,953,974,953,956,1110","937,940,937,1094,938,1094,1094,940,1094,940,938,1094,938,940,1094,940,938,940,1094,1094,1094,940,1094,1094,940,958,958,937,958,937,940,1094"
8145/tcp,"157.163.120.23,157.163.152.237,139.23.156.146,157.163.152.8,139.21.170.213,157.163.141.170,157.163.141.169,157.163.152.118,139.22.147.234,157.163.152.134,129.73.188.97,157.163.152.70,157.163.120.23,157.163.152.139,139.23.156.143,157.163.152.195,157.163.152.226,139.23.156.144,157.163.141.168","tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145,tcp_8145","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8150/tcp,"157.163.141.168,157.163.152.118,139.23.156.144,157.163.152.195,157.163.152.139,139.22.147.234,139.23.156.146,157.163.152.237,157.163.141.170,157.163.152.134,139.21.170.213,157.163.120.23,157.163.152.8,129.73.188.97,157.163.141.169,157.163.152.70,157.163.152.226,139.23.156.143,157.163.120.23","tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150,tcp_8150","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,759"
8151/tcp,"157.163.138.76,10.225.128.68,10.225.128.71","tcp_8151,tcp_8151,tcp_8151","a_whitelist,a_SAP_Ap8,a_SAP_Ap8","659,1308,1311","643,1289,1292"
8158/tcp,"157.163.120.23,157.163.152.195,139.23.156.144,157.163.152.237,157.163.120.23,157.163.152.226,157.163.152.118,157.163.152.139,129.73.188.97,139.23.156.146,157.163.141.168,157.163.152.8,157.163.152.70,157.163.141.169,139.21.170.213,157.163.152.134,139.22.147.234,157.163.141.170,139.23.156.143","tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158,tcp_8158","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8160-8161/tcp,"157.163.152.70,157.163.141.170,157.163.152.8,157.163.141.169,139.23.156.144,157.163.152.134,157.163.152.139,139.22.147.234,157.163.152.226,129.73.188.97,139.21.170.213,157.163.120.23,157.163.152.237,139.23.156.146,157.163.152.195,157.163.141.168,157.163.152.118,139.23.156.143,157.163.120.23","tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161,tcp_8160-8161","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,759"
8161/tcp,157.163.138.21,tcp_8161,a_whitelist,657,641
8163/udp,"136.157.210.102,136.157.210.34,136.157.210.30,136.157.210.32,136.157.210.21,136.157.210.31,136.157.210.20,136.157.210.16,136.157.210.15,136.157.210.85,136.157.210.83,136.157.210.33,136.157.210.14,136.157.210.13","udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163,udp_8163","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","823,823,823,823,823,823,823,823,823,823,823,823,823,823","807,807,807,807,807,807,807,807,807,807,807,807,807,807"
8173/tcp,10.220.5.86,tcp_8173,wuser_2091,320,306
8181/tcp,139.21.170.116,indeni,a_571_SNX_monitoring,1111,1095
8182/tcp,"139.21.170.116,10.141.44.128,10.143.108.0,10.143.119.0,10.143.100.0,10.130.126.0,10.144.201.0,10.143.106.0,10.130.130.0,10.144.196.0,10.143.127.0,10.130.122.0,10.143.118.0,10.144.236.0,10.144.150.0,10.144.200.0,10.142.201.0,10.142.200.0,10.140.110.0,10.142.220.0,10.142.159.0,10.143.107.0,10.143.101.0,10.143.108.0,10.144.151.0,10.130.173.0,10.144.92.0,10.130.131.0,10.130.122.0,10.144.201.0,10.130.170.0,10.143.119.0,10.130.120.0,10.130.172.0,10.143.118.0,10.144.150.0,10.144.236.0,10.130.126.0,10.142.158.0,10.130.123.0,10.130.130.0,10.130.128.0,10.144.196.0,10.142.200.0,10.141.173.0,10.144.200.0,10.142.201.0,10.130.124.0,10.141.239.0,10.143.127.0,10.141.44.128,10.130.127.0,10.141.145.0","tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182,tcp_8182","a_571_SNX_monitoring,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising","1111,432,432,432,432,432,432,432,432,432,432,430,432,432,436,432,432,436,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539","1095,417,417,417,417,417,417,417,417,417,417,415,417,417,421,417,417,421,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524"
8192/tcp,"139.23.157.218,139.23.160.218","tcp_8192,tcp_8192","a_whitelist,a_whitelist","876,875","860,859"
82/tcp,"161.218.188.155,139.21.170.17,10.160.0.218,139.23.160.125,139.21.170.16","tcp_82,tcp_82,tcp_82,tcp_82,tcp_82","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","722,720,634,719,721","706,704,618,703,705"
8200-8299/tcp,"139.22.180.71,139.22.180.153,139.22.180.175,157.163.142.80","tcp_8200-8299,tcp_8200-8299,tcp_8200-8299,tcp_8200-8299","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8210/tcp,139.23.160.102,tcp_8210,a_whitelist,727,711
8211/tcp,139.23.160.102,tcp_8211,a_whitelist,727,711
8212/tcp,139.23.160.102,tcp_8212,a_whitelist,727,711
8213/tcp,139.23.160.102,tcp_8213,a_whitelist,727,711
8245/tcp,"157.163.120.23,157.163.152.139,139.23.156.144,139.23.156.143,157.163.120.23,157.163.152.118,157.163.152.134,157.163.152.8,157.163.152.237,157.163.152.226,139.23.156.146,157.163.152.195,157.163.141.169,139.22.147.234,139.21.170.213,157.163.141.170,157.163.152.70,157.163.141.168,129.73.188.97","tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245,tcp_8245","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8260-8261/tcp,"157.163.152.195,157.163.152.226,139.21.170.213,139.23.156.144,139.22.147.234,157.163.141.169,129.73.188.97,157.163.152.139,157.163.152.134,139.23.156.143,157.163.152.237,157.163.152.70,157.163.152.8,157.163.141.168,139.23.156.146,157.163.152.118,157.163.141.170,157.163.120.23,157.163.120.23","tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261,tcp_8260-8261","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,759"
8292/tcp,139.25.231.172,tcp_8292,a_whitelist,606,590
8293/tcp,139.25.231.172,tcp_8293,a_whitelist,606,590
8300-8399/tcp,"157.163.142.80,139.22.180.153,139.22.180.71,139.22.180.175","tcp_8300-8399,tcp_8300-8399,tcp_8300-8399,tcp_8300-8399","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8312/tcp,158.226.21.61,tcp_8312,wuser_1829,335,320
8313/tcp,"158.226.21.60,158.226.21.57,158.226.21.58","tcp_8313,tcp_8313,tcp_8313","wuser_1829,wuser_1829,wuser_1829;6508","334,334,475","319,319,460"
8316/tcp,"158.226.21.51,158.226.21.38,158.226.21.52,158.226.21.54,158.226.21.48,158.226.21.56,158.226.21.50,158.226.21.45,158.226.21.55,158.226.21.46,158.226.21.47,158.226.21.49,158.226.21.42,158.226.21.44","tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316,tcp_8316","wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829","336,336,336,336,336,336,336,336,336,336,336,336,336,336","321,321,321,321,321,321,321,321,321,321,321,321,321,321"
8330-8399/tcp,"139.22.180.175,157.163.142.80,139.22.180.71,139.22.180.153","tcp_8330-8399,tcp_8330-8399,tcp_8330-8399,tcp_8330-8399","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8337/tcp,"139.23.25.7,139.25.129.22,139.25.129.54,139.25.241.166,139.25.241.167,139.25.129.57,139.23.103.87,139.23.103.86,139.23.25.6","tcp_8337,tcp_8337,tcp_8337,tcp_8337,tcp_8337,tcp_8337,tcp_8337,tcp_8337,tcp_8337","wuser_6532,wuser_6532,wuser_6532,wuser_6532,wuser_6532,wuser_3085;6532,wuser_6532,wuser_6532,wuser_6532","472,472,472,472,472,485,472,472,472","457,457,457,457,457,470,457,457,457"
8362/tcp,158.226.14.101,tcp_8362,wuser_2270,394,379
8363/tcp,"158.226.14.111,158.226.14.117","tcp_8363,tcp_8363","wuser_2270,wuser_2270","392,393","377,378"
8366/tcp,"158.226.14.105,158.226.14.113,158.226.14.102,158.226.14.106,158.226.14.112,158.226.14.108,158.226.14.104,158.226.14.107","tcp_8366,tcp_8366,tcp_8366,tcp_8366,tcp_8366,tcp_8366,tcp_8366,tcp_8366","wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2270","396,396,396,396,396,396,396,396","381,381,381,381,381,381,381,381"
8381/tcp,139.21.170.116,TCP_8381,a_571_SNX_monitoring,1111,1095
8382/tcp,139.21.170.116,tcp_8382,a_571_SNX_monitoring,1111,1095
8400-8499/tcp,"157.163.142.80,139.22.180.153,139.22.180.71,139.22.180.175","tcp_8400-8499,tcp_8400-8499,tcp_8400-8499,tcp_8400-8499","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8400/tcp,139.25.122.137,tcp_8400,a_whitelist,787,771
8401/tcp,"10.225.128.68,10.225.128.71","TCP_8401,TCP_8401","a_SAP_Ap8,a_SAP_Ap8","1308,1311","1289,1292"
8402/tcp,"140.231.14.105,140.231.14.103","TCP_8402,TCP_8402","a_12366_sapap9,a_12366_sapap9","951,948","935,932"
8410/tcp,"139.23.82.17,139.23.82.13,139.23.82.15,139.23.82.24,139.23.50.152,139.21.144.8,139.23.50.150","tcp_8410,tcp_8410,tcp_8410,tcp_8410,tcp_8410,tcp_8410,tcp_8410","a_2212_ESPRITSAP,a_2212_ESPRITSAP,a_2212_ESPRITSAP,a_2212_ESPRITSAP,a_2214_ESPRIT,a_whitelist,a_2214_ESPRIT","1101,1099,1100,1102,556,763,556","1085,1083,1084,1086,540,747,540"
8420/tcp,"139.23.82.15,139.23.82.13","tcp_8420,tcp_8420","a_smart_analytics,a_smart_analytics","573,573","557,557"
8430/tcp,"139.23.82.24,139.23.82.17","TCP_8430,TCP_8430","a_2212_ESPRITSAP,a_2212_ESPRITSAP","1106,1105","1090,1089"
8443/tcp,"139.22.14.196,139.22.14.197,139.22.14.198,139.23.231.228,139.23.231.229,139.22.180.142,139.23.157.218,139.21.170.16,139.23.160.125,129.73.168.93,139.23.160.218,161.218.188.155,146.254.254.35,10.143.8.36,136.157.210.34,136.157.210.32,136.157.210.33,139.22.180.175,141.73.40.174,141.73.35.19,141.73.35.35,139.23.87.7,139.23.87.23,139.23.87.22,139.23.87.6,157.163.142.80,139.22.180.153,139.22.180.71","tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443,tcp_8443","a_2048,a_2048,a_2048,a_SAP_BWP,a_SAP_BWP,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_2048,wuser_2048,wuser_2048,App_ACP_2_3__2080,App_ACP_2_3__2080,App_ACP_2_3__2080,App_ACP_2_3__2080,a_whitelist,a_whitelist,a_whitelist","920,920,920,981,983,768,609,721,719,801,609,722,801,816,832,832,832,80,353,353,353,309,309,309,309,80,80,80","904,904,904,965,967,752,593,705,703,785,593,706,785,800,816,816,816,71,338,338,338,295,295,295,295,71,71,71"
8444/tcp,"139.23.160.218,139.23.157.218","tcp_8444,tcp_8444","a_whitelist,a_whitelist","609,609","593,593"
85/tcp,10.160.0.218,tcp_85,a_whitelist,634,618
850/tcp,"10.225.128.70,10.225.128.69","tcp_850,tcp_850","a_SAP_Ap8,a_SAP_Ap8","1310,1309","1291,1290"
8543/tcp,"10.136.12.64,10.136.21.96,10.136.12.0","TCP_8543,TCP_8543,TCP_8543","a_white_2087,a_white_2087,a_white_2087","883,883,883","867,867,867"
8675/tcp,"10.28.208.15,10.28.210.12","tcp_8675,tcp_8675","a_whitelist,a_whitelist","681,682","665,666"
873/tcp,"139.22.52.184,10.142.200.137","tcp_873,tcp_873","a_99995_sap,wuser_4378","1091,437","1075,422"
8743/tcp,"10.136.12.0,10.136.21.96,10.136.12.64","TCP_8743,TCP_8743,TCP_8743","a_white_2087,a_white_2087,a_white_2087","883,883,883","867,867,867"
8761/tcp,"146.254.141.145,146.254.141.145","TCP_8761,TCP_8761","a_1645_SIPORT,a_whitelist","979,172","963,159"
8764/tcp,"146.254.141.145,146.254.141.145","TCP_8764,TCP_8764","a_whitelist,a_1645_SIPORT","172,979","159,963"
8787/tcp,10.143.108.100,tcp_8787,wuser_4378,438,423
