st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
137/udp,"163.242.205.140,129.73.66.158,129.73.105.87,139.23.156.103,139.25.164.5,163.242.205.140,139.23.156.154,129.73.66.159,139.10.144.55,129.73.105.82,129.73.66.162,139.23.156.120,139.25.164.4,158.226.103.36,129.73.105.86,139.25.164.6,139.23.156.142,147.54.155.166,158.226.103.37,139.23.156.84,129.73.66.161,129.73.105.85,129.73.105.83,139.25.164.7,139.21.179.73,139.23.156.204,139.21.179.111,129.73.105.84,158.226.103.3,158.226.103.34,158.226.103.38,129.73.66.160,158.226.103.33,129.73.66.157,129.214.168.27,139.23.156.195,163.242.205.140,158.226.103.4,158.226.103.35,139.23.156.168,139.23.156.123,139.23.230.72,139.25.98.171,157.163.133.171,132.186.15.4,132.186.15.4,139.25.98.171,139.22.147.253,139.23.230.72,139.25.98.171,139.23.230.72,132.186.15.4,161.134.149.246,139.25.139.73,209.243.214.178,139.25.139.72,137.223.43.227,157.163.152.64,129.103.165.149,157.163.152.65,129.103.165.148,129.73.105.82,137.223.0.69,157.163.152.67,137.223.0.61,129.73.105.83,129.103.165.171,157.163.152.68,129.103.165.167,139.25.139.80,209.243.21","nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,udp_137,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,nbname,n","a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_17024_G&B_sharepoint,a_5164,a_2238_pulsevpn,a_17102_harmony,a_17102_harmony,a_5164,a_whitelist,a_17024_G&B_sharepoint,a_5164,a_17024_G&B_sharepoint,a_17102_harmony,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,ai_ngfs,a","650,788,788,788,788,650,788,788,786,788,788,788,788,788,788,788,788,818,788,788,788,788,788,788,588,788,553,788,788,788,788,788,788,788,788,788,650,788,788,788,788,964,958,1073,1081,1081,958,881,964,958,964,1081,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,","634,772,772,772,772,634,772,772,770,772,772,772,772,772,772,772,772,802,772,772,772,772,772,772,572,772,537,772,772,772,772,772,772,772,772,772,634,772,772,772,772,948,942,1057,1065,1065,942,865,948,942,948,1065,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,"
138/udp,"147.54.155.158,147.54.155.167,147.54.155.135,139.22.147.253,139.25.98.171,139.23.230.72,132.186.15.4,132.186.15.4,132.186.15.4,139.23.230.72,139.25.98.171,139.25.98.171,139.23.230.72,139.25.164.6,129.73.105.84,129.73.105.85,129.73.105.87,139.25.164.7,158.226.103.38,139.25.164.5,129.73.105.83,129.73.105.86,158.226.103.37,139.10.144.55,158.226.103.36,139.25.164.4,147.54.155.166,139.23.156.84,139.23.156.204,129.73.66.157,139.23.156.195,129.73.66.158,139.23.156.168,129.73.66.159,129.73.66.160,139.23.156.142,129.73.66.161,139.23.156.154,163.242.205.140,139.23.156.123,129.73.105.82,163.242.205.140,129.73.66.162,139.23.156.120,163.242.205.140,139.23.156.103,158.226.103.35,158.226.103.3,158.226.103.4,158.226.103.33,158.226.103.34,129.214.168.27","nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram,nbdatagram","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_5164,a_17024_G&B_sharepoint,a_17102_harmony,a_17102_harmony,a_17102_harmony,a_17024_G&B_sharepoint,a_5164,a_5164,a_17024_G&B_sharepoint,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","820,819,835,881,958,964,1081,1081,1081,964,958,958,964,788,788,788,788,788,788,788,788,788,788,786,788,788,818,788,788,788,788,788,788,788,788,788,788,788,650,788,788,650,788,788,650,788,788,788,788,788,788,788","804,803,819,865,942,948,1065,1065,1065,948,942,942,948,772,772,772,772,772,772,772,772,772,772,770,772,772,802,772,772,772,772,772,772,772,772,772,772,772,634,772,772,634,772,772,634,772,772,772,772,772,772,772"
139/tcp,"129.73.105.86,158.226.103.3,139.10.144.55,139.25.164.5,163.242.193.203,139.25.164.4,129.73.105.87,139.23.197.207,158.226.103.4,139.23.156.168,10.81.250.110,139.23.156.120,129.73.66.157,163.242.205.140,158.226.103.35,129.214.168.27,139.23.156.195,139.23.156.142,129.73.105.82,163.242.205.140,139.23.156.123,139.21.179.111,158.226.103.33,158.226.103.34,129.73.66.159,163.242.205.140,139.23.197.204,139.23.156.204,129.73.105.84,139.25.164.7,139.23.156.103,129.73.66.162,158.226.103.38,129.73.66.161,139.23.156.154,147.54.155.166,129.73.105.83,129.73.105.85,158.226.103.37,129.73.66.160,139.25.164.6,139.23.156.84,129.73.66.158,129.214.226.217,139.23.156.117,158.226.103.36,129.214.226.163,136.157.210.21,136.157.210.102,139.25.98.171,132.186.15.4,146.254.141.146,139.25.98.171,132.186.15.4,139.23.230.72,139.23.230.72,139.23.230.72,139.22.147.253,139.23.93.106,139.23.93.102,132.186.15.4,139.25.98.171,147.54.155.158,147.54.155.135,10.142.200.137","nbsession,nbsession,nbsession,nbsession,netbios-session,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,netbios-session,nbsession,nbsession,nbsession,nbsession,nbsession,nbsession,netbios-session,netbios-session,nbsession,nbsession,nbsession,nbsession,tcp_139","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelisting,a_whitelist,a_whitelist,a_whitelisting,a_17523_concierge,a_17523_concierge,a_5164,a_17102_harmony,a_1645_SIPORT,a_5164,a_17102_harmony,a_17024_G&B_sharepoint,a_17024_G&B_sharepoint,a_17024_G&B_sharepoint,a_whitelist,a_whitelist,a_whitelist,a_17102_harmony,a_5164,a_whitelist,a_whitelist,wuser_4378","788,788,786,788,636,788,788,745,788,788,745,788,788,650,788,788,788,788,788,650,788,553,788,788,788,650,600,788,788,788,788,788,788,788,788,818,788,788,788,788,788,788,788,805,600,788,805,1088,1088,958,1081,976,958,1081,964,964,964,881,935,934,1081,958,820,835,437","772,772,770,772,620,772,772,729,772,772,729,772,772,634,772,772,772,772,772,634,772,537,772,772,772,634,584,772,772,772,772,772,772,772,772,802,772,772,772,772,772,772,772,789,584,772,789,1072,1072,942,1065,960,942,1065,948,948,948,865,919,918,1065,942,804,819,422"
1407/tcp,163.242.203.28,TCP_1407,a_myHRportal,1005,989
1408/tcp,"163.242.203.29,163.242.203.42,163.242.203.60","tcp_1408,tcp_1408,tcp_1408","a_whitelist,wuser_2887,a_whitelist","945,416,637","929,401,621"
14121/tcp,"139.21.170.230,139.21.170.43","TCP_14121,TCP_14121","a_DPMA,a_DPMA","555,554","539,538"
14122/tcp,"139.21.170.230,139.21.170.43","TCP_14122,TCP_14122","a_DPMA,a_DPMA","555,554","539,538"
1413/tcp,"146.254.6.55,132.186.199.166","TCP_1413,TCP_1413","a_12685_clearcase,a_12685_clearcase","1092,1092","1076,1076"
143/tcp,"129.73.168.93,146.254.254.35","imap,imap","a_whitelist,a_whitelist","801,801","785,785"
1433/tcp,"163.242.205.140,10.144.151.0,139.22.147.137,10.144.236.0,10.130.120.0,10.143.107.0,10.130.123.0,10.141.173.0,10.130.124.0,10.143.101.0,10.142.220.0,10.130.127.0,10.130.128.0,10.142.159.0,10.140.110.0,10.130.131.0,10.142.158.0,10.130.170.0,10.130.172.0,10.141.239.0,129.73.188.95,161.218.81.100,129.73.168.93,146.254.254.35,139.21.170.149,147.54.155.166,158.226.103.11,10.141.183.157,10.141.183.147,161.218.188.155,139.10.144.55,10.141.145.0,140.231.150.35,10.130.173.0,163.242.205.140,139.21.139.242,10.130.122.0,10.130.126.0,146.253.77.158,146.253.77.154,10.130.130.0,10.141.44.128,10.142.200.0,10.142.201.0,10.143.108.0,10.143.118.0,10.143.119.0,10.143.127.0,147.54.168.21,10.144.150.0,10.144.196.0,10.144.200.0,158.226.135.13,10.144.92.0,10.144.201.0,139.24.234.60,132.186.217.205,139.25.233.170,10.142.5.69,139.25.233.169,146.254.32.40,139.25.233.168,147.54.155.185,139.10.144.10,139.25.233.167,141.29.16.54,136.157.210.21,149.212.77.175,139.25.233.109,139.22.147.253,149.246.170.169,139.23.160.218,139.25.233.108,139.25","MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,tcp_1433,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,tcp_1433,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Server,MS-SQL-Serve","a_4853_10777_Kofax [RC-RU],a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelising,a_whitelist,a_whitelising,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelising,a_whitelising,a_whitelist,a_whitelist,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_white_2029,a_DiPEC,a_whitelist,a_2372_Beuscherverwaltung,a_whitelist,a_white_2029,a_whitelist,a_white_2029,a_white_2029,a_whitelist,a_white_2029,a_17523_concierge,a_white_2029,a_whitelist,a_whitelist,a_white_2029,a_whitelist,a_whitelist,a_whitelist,a_2840_eforms","650,539,749,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,797,797,801,801,815,818,789,730,729,722,786,539,753,539,650,605,539,539,709,709,539,539,539,539,539,539,539,539,668,539,539,539,689,539,539,886,971,871,1086,871,886,871,886,886,871,886,1088,886,871,881,886,875,871,871,1082,886,886,886,1082,886,871,886,871,1082,1088,886,1004,886,432,436,408,408,408,408,408,408,432,408,408,406,406,406,406,406,406,406,406,406,406,406,406,406,432,406,406,406,406,406,406,432,406,432,432,432,432,432,432,432,432,432,432,430,408,408,408,408,408,408,408,408,408,408,408,408,408,408,436,408,408,408,408,408,820,831,835,831,831,831,831,819,831,831,831,831,830","634,524,733,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,781,781,785,785,799,802,773,714,713,706,770,524,737,524,634,589,524,524,693,693,524,524,524,524,524,524,524,524,652,524,524,524,673,524,524,870,955,855,1070,855,870,855,870,870,855,870,1072,870,855,865,870,859,855,855,1066,870,870,870,1066,870,855,870,855,1066,1072,870,988,870,417,421,393,393,393,393,393,393,417,393,393,391,391,391,391,391,391,391,391,391,391,391,391,391,417,391,391,391,391,391,391,417,391,417,417,417,417,417,417,417,417,417,417,415,393,393,393,393,393,393,393,393,393,393,393,393,393,393,421,393,393,393,393,393,804,815,819,815,815,815,815,803,815,815,815,815,814"
1433/udp,"139.21.170.247,163.242.205.140,163.242.205.140","MS-SQL-Server_UDP,MS-SQL-Server_UDP,MS-SQL-Server_UDP","a_whitelist,a_4853_10777_Kofax [RC-RU],a_4853_10777_Kofax [RC-RU]","752,650,650","736,634,634"
1434/tcp,"140.231.150.35,163.242.205.140,139.21.170.149,146.253.77.154,157.163.86.29,147.54.155.166,163.242.205.140,146.253.77.158,147.54.155.135,147.54.155.167,147.54.155.158,158.226.192.163,149.212.77.175,149.246.170.169,129.73.105.28,132.186.27.18,139.10.144.10,139.22.144.185,139.22.144.187,139.24.234.60,140.231.85.147,141.29.16.54,139.22.147.253,146.254.32.40,147.54.155.185,149.212.124.216","MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor,MS-SQL-Monitor","a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_whitelist,a_white_2029,a_white_2029,a_white_2029","753,650,815,709,785,818,650,709,835,819,820,886,886,886,886,886,886,886,886,886,886,886,881,886,886,886","737,634,799,693,769,802,634,693,819,803,804,870,870,870,870,870,870,870,870,870,870,870,865,870,870,870"
1434/udp,"129.73.105.28,132.186.27.18,140.231.85.147,149.212.124.216,139.24.234.60,139.10.144.10,149.246.170.169,141.29.16.54,147.54.155.185,139.22.144.187,158.226.192.163,146.254.32.40,139.22.147.253,149.212.77.175,139.22.144.185,147.54.155.158,147.54.155.135,147.54.155.167,139.22.147.137,147.54.155.166,139.21.170.247,163.242.205.140,157.163.86.29,139.21.170.149,139.10.144.55,163.242.205.140","MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,udp_1434,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP,MS-SQL-Monitor_UDP","a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_whitelist,a_white_2029,a_white_2029,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU],a_whitelist,a_whitelist,a_whitelist,a_4853_10777_Kofax [RC-RU]","886,886,886,886,886,886,886,886,886,886,886,886,881,886,886,820,835,819,749,818,752,650,785,815,786,650","870,870,870,870,870,870,870,870,870,870,870,870,865,870,870,804,819,803,733,802,736,634,769,799,770,634"
1443/tcp,"158.226.135.189,158.226.135.193,147.54.155.166,149.212.99.184,10.141.183.157,10.141.183.147,147.54.155.158,147.54.155.167,147.54.155.135","tcp_1443,tcp_1443,tcp_1443,tcp_1443,tcp_1443,tcp_1443,tcp_1443,tcp_1443,tcp_1443","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","779,779,818,779,730,729,820,819,835","763,763,802,763,714,713,804,803,819"
1494/tcp,"139.22.152.84,157.163.152.9,139.21.152.111,157.163.120.176,139.21.170.35","tcp_1494,tcp_1494,tcp_1494,tcp_1494,tcp_1494","wuser_5831,wuser_5831,wuser_5831,wuser_0678,wuser_0678","464,466,464,326,323","449,451,449,311,308"
1500-1599/tcp,"157.163.142.80,139.22.180.175,139.22.180.71,139.22.180.153","tcp_1500-1599,tcp_1500-1599,tcp_1500-1599,tcp_1500-1599","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
15000-15099/tcp,"139.22.180.153,139.22.180.71,157.163.142.80,139.22.180.175","tcp_15000-15099,tcp_15000-15099,tcp_15000-15099,tcp_15000-15099","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
15079/tcp,140.231.99.15,tcp_15079,a_4290_Nexus,549,534
1521-1531/tcp,10.28.210.13,tcp_1521-1531,a_whitelist,679,663
1521-1571/tcp,"129.73.245.223,129.73.245.230","tcp_1521-1571,tcp_1521-1571","a_whitelist,a_whitelist","671,671","655,655"
1521/tcp,"10.130.130.0,10.130.127.0,10.140.110.0,10.141.145.0,10.142.201.0,10.141.182.118,10.141.173.0,10.141.182.124,10.141.183.5,10.141.183.6,10.143.108.0,10.130.128.0,10.141.183.7,10.141.183.8,10.143.118.0,140.231.99.11,140.231.99.14,140.231.99.29,140.231.99.30,10.143.119.0,10.142.159.0,10.130.173.0,10.142.158.0,10.130.131.0,163.242.140.71,10.143.127.0,10.142.200.0,129.73.245.197,10.144.150.0,10.28.208.15,10.130.170.0,10.130.122.0,10.141.239.0,10.144.196.0,10.141.44.128,10.144.200.0,146.254.254.35,10.144.151.0,10.144.201.0,10.28.208.20,163.242.205.187,10.130.172.0,10.144.92.0,10.143.101.0,10.144.236.0,10.143.107.0,10.130.123.0,10.130.126.0,10.130.124.0,10.130.120.0,10.142.220.0,129.73.168.93,136.157.210.72,136.157.210.10,136.157.210.73,158.92.12.27,136.157.210.126,136.157.210.12,136.157.210.11,136.157.210.124,136.157.210.125,136.157.210.9,10.130.126.0,10.143.127.0,10.144.150.0,10.141.44.128,10.143.118.0,10.142.201.0,10.142.200.0,10.144.200.0,10.143.100.0,10.143.119.0,10.143.106.0,10.143.108.0,10.144.196.0,10.130.130","sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,sqlnet1,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521,tcp_1521","a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelist,a_whitelist,a_whitelist,a_whitelising,a_whitelising,a_whitelist,a_whitelist,a_whitelising,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelising,a_whitelising,a_whitelist,a_whitelist_kofax,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelising,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378","539,539,539,539,539,653,539,653,653,653,539,539,653,653,539,653,653,653,653,539,539,539,539,539,653,539,539,669,539,681,539,539,539,539,539,539,801,539,539,676,607,539,539,539,539,539,539,539,539,539,539,801,831,831,831,836,831,831,831,831,831,831,432,432,436,432,432,432,436,432,432,432,432,432,432,432,430,432,432","524,524,524,524,524,637,524,637,637,637,524,524,637,637,524,637,637,637,637,524,524,524,524,524,637,524,524,653,524,665,524,524,524,524,524,524,785,524,524,660,591,524,524,524,524,524,524,524,524,524,524,785,815,815,815,820,815,815,815,815,815,815,417,417,421,417,417,417,421,417,417,417,417,417,417,417,415,417,417"
1522/tcp,"10.141.183.147,139.23.24.198","tcp_1522,tcp_1522","a_whitelist,a_4555_APPSP","729,1054","713,1038"
1523/tcp,"10.141.183.157,10.28.208.20","tcp_1523,tcp_1523","a_whitelist,a_whitelist","730,676","714,660"
1524/tcp,"10.28.208.20,10.141.183.41","Trinoo,Trinoo","a_whitelist,a_whitelist","676,731","660,715"
1525/tcp,10.141.183.42,sqlnet2-1525,a_whitelist,732,716
