,IPs,APP ID,Protocol type port,FQDNs,Application Name
18870,139.25.0.245,2028,TCP 8000,services.siemens.com;nsc.pki-services.siemens.com,PKI NSC - Network Smartcard
18884,139.22.144.185,2029,TCP 1433; TCP 4022; TCP 135; TCP 1434; UDP 1434; TCP 808; TCP 3372;TCP 443; TCP 1024-65535,defthw99wcfsrv.ad001.siemens.net,PRIMTECH
18894,139.25.98.24,2166,TCP 3280; TCP 3680; TCP 3682; TCP 4880; TCP 3281; TCP 3681;  TCP 4881; TCP 3282;  TCP 4882; TCP 3203; TCP 3603; TCP 4803,colorado-ha1.siemens.com,Colorado Core HA1 - SAP Gui - Firewallgroups
18902,139.25.98.27,2166,TCP 3266; TCP 3666; TCP 3682; TCP 4866; TCP 3203; TCP 3603; TCP 4803; TCP 3204; TCP 3604;  TCP 4804; TCP 3205; TCP 3605; TCP 4805,colorado-ha2.siemens.com,Colorado Core HA2 - SAP Gui - Firewallgroups
18909,139.23.101.234,2219,TCP 30015; TCP 30044,demchdc6d2x.dc4ca.siemens.de,EHx HANA Datalake
18917,200.142.193.166,2820,TCP 10022,b2b.adpexpert.com.br,ADP Brazil (BPO-Application) [BR]
18921,139.23.123.10,3010,TCP 1215; UDP 1215; TCP 443,iam-proxy.siemens.com,IAM
19350,139.25.129.119,5233,TCP 3201; TCP 3601; TCP 4801,dwp-hb1.siemens.com,DWP - HB1 - SAP Gui
18927,139.25.126.171,5233,TCP 3202; TCP 3601; TCP 3602; TCP 4802,hrbi-hr1.siemens.com,HR-BI - HR1 - SAP Gui - Firewallgroups
18928,172.20.10.1,5478,TCP 135-139; UDP 135-139,\\ad001.siemens.net\dfs001\File\DDSNbgVo\Doc2TC_HbgAE,SiDriveTest
18934,139.23.50.70,5143,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 444; TCP 8000,ptc.siemens-energy.com,SAP_PTC
18932,139.23.50.88,5143,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443; TCP 444; TCP 8000,itc.siemens-energy.com,SAP_PTC
18936,139.23.95.167,5164,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443; TCP 444,etg.siemens.com,SAP_PTG
18939,139.23.95.134,5164,TCP 3202; TCP 3302; TCP 4802; TCP 3601; TCP 443,ptg.siemens.com,SAP_PTG
18942,10.99.168.249,5165,TCP 3201; TCP 3301; TCP 4801; TCP 3601; TCP 443; TCP 444; TCP 3210; TCP 3310; TCP 4810; TCP 3610; TCP 8001; TCP 8010; TCP 1100,"dti.trench-group.com
iti.trench-group.com",SAP_PTI
18945,10.99.168.248,5163,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 444; TCP 8000; TCP 1100,ptf.trench-group.com,SAP_PTF
18944,10.99.168.251,5163,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 443; TCP 444; TCP 3210; TCP 3310; TCP 4810; TCP 3610; TCP 8000; TCP 8010; TCP 1100,"dtf.trench-group.com
itf.trench-group.com",SAP_PTF
18946,158.226.17.92,5142,TCP 3220; TCP 3320; TCP 4820; TCP 3620; TCP 443; TCP 1100,eta.trench-group.com,SAP_PTA
18947,158.226.17.91,5142,TCP 3230; TCP 3330; TCP 4830; TCP 3630; TCP 443; TCP 1100,qta.trench-group.com,SAP_PTA
18948,158.226.17.90,5142,TCP 3200; TCP 3300; TCP 4800; TCP 3600; TCP 443; TCP 1100,pta.trench-group.com,SAP_PTA
18954,139.23.50.103,5143,TCP 30015; TCP 4300,,SAP_PTC
18957,139.21.161.231,99998,TCP 3674; TCP 3675; TCP 3375; TCP 4875; TCP 3275; TCP 44375,DEFTHWA9JHD.os.fth.sbs.de,SAP VP2
18958,139.21.161.228,99998,TCP 3679; TCP 3678; TCP 3378; TCP 3278; TCP 4878; TCP 44378,defthwa9w9v.os.fth.sbs.de,SAP VP2
18959,139.21.161.229,99998,TCP 3677; TCP 3676; TCP 3276; TCP 4876; TCP 3376; TCP 44376,defthwa9uk1.os.fth.sbs.de,SAP VP2
18967,139.21.236.69,10890,TCP 3202; TCP 3302; TCP 3601; TCP 4802; TCP 44302,,SAP ERP REP
18993,139.21.161.199,16847,TCP 3604; TCP 3655; TCP 3305; TCP 4805; TCP 3205; TCP 44305,defthwa9s9e.os.fth.sbs.de,SAP VP1
18994,139.21.161.197,16847,TCP 3621; TCP 3620; TCP 3320; TCP 4820; TCP 3220; TCP 44320,denbgat9xah.os.fth.sbs.de,SAP VP1
18995,139.21.161.196,16847,TCP 3626; TCP 3625; TCP 3325; TCP 4825; TCP 3225; TCP 44325,defthwa9z1b.os.fth.sbs.de,SAP VP1
19002,140.231.80.76,,TCP 3200; TCP 3300; TCP 4800; TCP 3620; TCP 8000; TCP 8020; TCP 443,saphasg4.siemens.com.sg,AQM(Solution manager)
19003,140.231.80.68,,TCP 3200; TCP 3300; TCP 8000; TCP 8020; TCP 3620,sgsgp999f12.siemens.com.sg,APM(Solutiona manager)
19004,140.231.80.106,,TCP 3200; TCP 3300; TCP 8000; TCP 8020,sgsgpk09y9b.siemens.com.sg,APM(Solutiona manager)
19006,140.231.14.103,12366,TCP 443; TCP 1100; TCP 3602; TCP 3200; TCP 3201; TCP 8102; TCP 8402; TCP 3300,sgsgpk09b8p.siemens.com.sg      ,SAP AP9
19008,140.231.14.102,12366,TCP 443; TCP 3201; TCP 4801; TCP 3301,sgsgpk099ub.siemens.com.sg     ,SAP AP9
19009,140.231.14.105,12366,TCP 443(3602; TCP 3200; TCP 3201; TCP 8102; TCP 8402; TCP 3300,sgsgpk0976u.siemens.com.sg     ,SAP AP9
19010,140.231.80.81,1977,TCP 3200; TCP 3300; TCP 4800; TCP 8000; TCP 8001,sapsg005.siemens.com.sg,SE Ueasy
19014,10.225.128.71,16661,TCP 443; TCP 1100; TCP 3250; TCP 3251; TCP 3350; TCP 3651; TCP 4850; TCP 8151; TCP 8401,cnpek014c6.cn001.siemens.net   ,SAP AP8
19013,10.225.128.70,16661,TCP 443; TCP 325; TCP 033; TCP 504; TCP 850,cnpek014c5.cn001.siemens.net   ,SAP AP8
19035,129.214.179.130,3717,TCP 7001,sn1w3010,Facturacion electronica Peru
19039,163.242.203.60,2887,TCP 3296,cimw5.siemens.ru,SAP HR (MW5) [RCA] + ESS/MSS MWK myHR portal
19040,163.242.205.140,4853,TCP 445; TCP 80; UDP 1434,rumowks0140srv.ad001.siemens.net,Kofax
19061,132.186.33.172,17042,TCP 22; TCP 53; TCP 80; TCP 88; TCP 389; TCP 443; TCP 464; TCP 636; TCP 1984; TCP 5044; TCP 5665; TCP 8005; TCP 8006; TCP 8140; TCP 9092-9094; TCP 9200-9399; TCP 9400; UDP 53; UDP 88; UDP 123; UDP 464,aedxbscn00-01.aae.cdc,Cyber Defense Center (CDC) “Log Collectors”
19904,129.73.58.114,17042,TCP 22;TCP 80;TCP 443;TCP 3668;TCP 5900;TCP 5901;TCP 9300;TCP 17988;TCP 17990,usjupide00-01.am.cdc,Cyber Defense Center (CDC) “Log Collectors”
19068,157.163.138.101,4397,TCP 44301,sn1s7101.ad001.siemens.net,OneSRM
19069,10.130.122.181,4378,TCP 33001,*.mosaic-dev.siemens.cloud,Mosaic Platform
19070,10.130.130.155,4378,TCP 22; TCP 33001,*.mosaic-qa.siemens.cloud,Mosaic Platform
19083,10.130.89.18,2129,TCP 22; TCP 443; TCP 80,code.siemens.com,code.siemens.com
19084,10.142.200.137,4378,"TCP 53; TCP 88; TCP 135; TCP 139; TCP 389; TCP 445; TCP 464; TCP 636; TCP 873; TCP 1024-65535; TCP 3389; TCP 5985, TCP 5986; TCP 3268 - 3269",*.mosaic-dev.siemens.cloud,Mosaic Platform
19555,157.163.152.9,5831,TCP 2598; TCP 1494; TCP 16500; TCP 16501; TCP 16502; TCP 16503; TCP 16504; TCP 16505; TCP 16506; TCP 16507; TCP 16508; TCP 16509,sn1t4504.ad001.siemens.net,QMS V EM HP
19094,10.143.108.100,4378,TCP 8787; TCP 3939; TCP 4242,*.mosaic-dev.siemens.cloud,Mosaic Platform
20019,139.23.50.214,2232,TCP 22; TCP 443,,Smart Analytics
19120,158.226.21.56,1829,TCP 3216;TCP 3316;TCP 3616;TCP 4816;TCP 8316,vies17px.sie.siemens.at,SAP: MP1 (PROD)
19122,141.29.16.143,1950,TCP 3200;TCP 3300;TCP 33600,TRISTK443SAP.ad001.siemens.net,SAP:SPP
19608,146.254.130.20,14249,TCP 135-139; TCP 135-139,defthwa0is0sto.ad001.siemens.net,TISCA
19560,157.163.179.55,2018,TCP 3600,defthwa9kyo.os.fth.sbs.de,Spiridon BD1 [BRA] DEV
19167,139.23.14.46,2123,TCP 4448,demchtc959x.dc4ca.siemens.de,Teamcenter IEC
19320,139.23.94.198,2231,TCP 3202;TCP 3601;TCP 3302;TCP 4802;TCP 44302,demchdc6kjx.dc4ca.siemens.de,ERP P5E
19270,139.23.85.9,2231,TCP 3202;TCP 3302;TCP 4802;TCP 44302,demchdc829x.dc4ca.siemens.de,ERP P55 (B.O.S)
19191,139.25.98.25,2166,TCP 3203; TCP 3603; TCP 3682; TCP 4803,colorado-ha2.siemens.com,Colorado Core HA1 - SAP Gui (4)
19542,139.21.152.110,5831,TCP 443; TCP 445,sn1tc101.ad001.siemens.net,QMS V EM HP
19340,139.25.126.171,5233,TCP 443; TCP 3202; TCP 3601; TCP 3602; TCP 4802,hrbi-hr1.siemens.com,SAP BI - RemBreak (HR1) [DE]
19323,158.92.68.64,2313,,businesscards.energy.siemens.com,businesscards.energy.siemens.com
19384,139.25.228.186,2277,TCP 636,scdasldap-qa.siemens.net,SCD
19219,139.23.123.202,2200,TCP 8082; TCP 8084,csf.cit.siemens.com,SAP Disclosure Management
19366,139.25.201.209,2218,TCP 8404;TCP 8004;TCP 8204;TCP 8443,demchdc9srx.dc4ca.siemens.de,IP on Hana
19245,139.23.155.247,5365,TCP 3200-3299; TCP 3300-3399; TCP 3600-3699; TCP 4300-4399; TCP 4800-4899; TCP 55001,pkgph10d.os.fth.sbs.de,SAP HCM (PH1) [NWE] + ESP portal
19254,139.23.156.40,678,TCP 443; TCP 4431; TCP 445,sn16tc01.ad001.siemens.net,QMS VI
19258,139.16.60.141,2226,TCP 90; TCP 8090,archive.siemens.ch,Saperion Archive CH
19259,139.23.157.230,5831,TCP 4431; TCP 445,defthw99y78srv.ad001.siemens.net,QMS V EM HP
19292,139.23.7.121,2467,TCP 1433; TCP 443,demchdc9q2a.ad007.siemens.net,Caremore
19567,158.226.14.102,2270,TCP 3266;TCP 3366;TCP 3666;TCP 4866;TCP 8366,vies1k4x.sie.siemens.at,SAP: GP1 (PROD)
19304,139.23.82.167,2246,TCP 442,financeportal.siemens-energy.com,ADSTAR Financial Reporting
19321,139.23.94.6,75,TCP 4802,demchdc7u2x.dc4ca.siemens.de,SAP SolMan CA1
19319,139.23.94.166,2231,TCP 3302; TCP 3601; TCP 8402; TCP 4802; TCP  44302,q5e.siemens-energy.com;demchdc6hbx.dc4ca.siemens.de,Q5E;ERP P5E
19349,139.25.129.118,2237,TCP 3201; TCP 4801; TCP 443,DWP-HB1.siemens.com,DWP
19364,158.226.216.246,3040,TCP 8090; TCP 90,archive-m.cee.siemens.com,Saperion Archive CEE
19375,139.25.231.85,3056,TCP 443; TCP 4444; TCP 4445,eas-saperion.siemens.com,EAS
19391,139.25.238.57,2281,TCP 1688; TCP 135;TCP 139;TCP 445;TCP 49152-65535;TCP 137-138,demchdc81ga.ad007.siemens.net,SAM4Siemens - Core
19393,139.25.238.61,2281,TCP 135;TCP 139;TCP 445;TCP 49152-65535;TCP 137-138,demchdc8a9a.ad007.siemens.net,SAM4Siemens - Core
19406,139.21.170.43,4791,TCP 11000,sn1ips01.ad001.siemens.net,IPAS Pro
19415,139.25.243.150,2467,TCP 1433; TCP 444,demchdc98ea.ad007.siemens.net,Caremore
19435,139.25.98.11,2166,TCP 3281; TCP 3681;  TCP 3682; TCP 4881,colorado-ha1.siemens.com,Colorado Core HA1 - SAP Gui (2)
19436,139.25.98.13,2166,TCP 3282; TCP 3682; TCP 4882,colorado-ha1.siemens.com,Colorado Core HA1 - SAP Gui (3)
19438,139.25.98.15,2166,TCP 3266; TCP 3666; TCP 3682; TCP 4866,colorado-ha2.siemens.com,Colorado Core HA2 - SAP Gui (1)
19443,139.25.98.26,2166,TCP 3204; TCP 3604; TCP 3682;  TCP 4804,colorado-ha2.siemens.com,Colorado Core HA2 - SAP Gui (3)
19444,139.25.98.27,2166,TCP 3205; TCP 3605; TCP 3682; TCP 4805,colorado-ha2.siemens.com,Colorado Core HA2 - SAP Gui (4)
19455,139.25.98.9,2166,TCP 3280; TCP 3680; TCP 3682; TCP 4880,colorado-ha1.siemens.com,Colorado Core HA1 - SAP Gui (1)
19458,139.23.155.246,5365,TCP 3200-3299; TCP 3300-3399; TCP 3600-3699; TCP 4300-4399; TCP 4800-4899; TCP 54501,sap01304.os.fth.sbs.de,SAP HCM (PH1) [NWE] + ESP portal
19459,140.231.51.114,2883,TCP 3200;TCP 3600,pekwj51a.cn001.siemens.net,SAP AP1
19523,140.231.76.17,1936,TCP 3206;TCP 3204,SAPSG011,SAP AP2
20119,139.23.138.6,5302,TCP 3202,demchdc57ax.dc4ca.siemens.de,SAP ERP S4P FocuS/4
19529,141.29.16.57,1949,TCP 443; TCP 80; TCP 3389 ,TRISTK99357DAT.ad001.siemens.net,eLedger
20103,139.23.94.11,75,TCP 3601,solman.siemens.net,SAP SolMan CA1
19553,85.184.249.209,6171,TCP 2525,yps.yesspress.com,YessPress Newsletter 8.x
19562,158.226.1.104,2792,TCP 3200; TCP 3300 ; TCP 3600,hrn-ci.sie.siemens.at,SAP HCM (HRN) [TR]
19566,158.226.14.101,2270,TCP 3262;TCP 3362;TCP 3662;TCP 4862;TCP 8362;TCP 80;TCP 443;TCP 8862;TCP 8962;TCP 9162,atvies117x.sie.siemens.at,SAP: GE1 (DEV)
19568,158.226.14.117,2270,TCP 3263;TCP 3363;TCP 3663;TCP 4863;TCP 8363,atvies991abx.sie.siemens.at,SAP: GA1 (QAS)
19570,158.226.14.74,5338,TCP 3247; TCP 3248; TCP 3347; TCP 3348; TCP 3647; TCP 3648,atvies9926sx.sie.siemens.at,SAP HCM (PT1) [HU]
19965,158.226.14.88,1975,TCP 3200-3299,,"SAP:HCP (HROne) [AT,CZ] + ESS/MSS"
19576,158.226.21.39,6508,TCP 80;TCP 443;TCP 8816;TCP 8916;TCP 9116,spi-mse-ng-int.sie.siemens.at,SPNA easy / cat2pro
19580,158.226.21.60,1829,TCP 3213;TCP 3313;TCP 3613;TCP 4813;TCP 8313;TCP 80;TCP 443;TCP 8813,vies1tmx.sie.siemens.at,SAP: MA1 (QAS)
19579,158.226.21.58,6508,TCP 3213;TCP 3313;TCP 3613;TCP 4813;TCP 8313;TCP 80;TCP 443;TCP 8813;TCP 3213;TCP 3313;TCP 3613;TCP 4813;TCP 80;TCP 443;TCP 8813;TCP 8913;TCP 9113,ma1-ci.sie.siemens.at,SPNA easy / cat2pro
19581,158.226.21.61,1829,TCP 3212;TCP 3312;TCP 3612;TCP 4812;TCP 8312;TCP 80;TCP 443;TCP 8812;TCP 8912;TCP 9112,vies1k2x.sie.siemens.at;me1-ci.sie.siemens.at,SAP: ME1 (DEV)
19584,161.134.9.6,2091,TCP 443; TCP 445; TCP 12099; TCP 19991; TCP 19992; TCP 19993; TCP 22401; TCP 23401; TCP 29991; TCP 29992; TCP 29993; TCP 32401,aoprous.siemens.com (usmifdc82ra.ad007.siemens.net),AO Pro
19585,161.218.188.111,1872,TCP 10494,sn1w7705:10494/ ,Dev Sigma+ ( sn1w7705.ad001.siemens.net)
19594,194.138.20.81,3808,TCP 2021; TCP 20020; TCP 20520; TCP 22; TCP 443; TCP 6619; TCP 4405,pro.di.siemens.com,EDI-Interfaces
19605,139.25.240.61,2753,TCP 444; TCP 443,cfib.cf.siemens.com,BPA-DB
19610,132.186.168.252,,TCP 22; TCP 49; TCP 123; UDP 123; UDP 514; TCP 601; TCP 6514,,Network tools server - UAE
19614,129.214.179.149,3268,TCP 5006,,Facturacion electronica Chile
19624,132.186.119.75,828,TCP 8000; TCP 8001; TCP 135,inggnm7cero.ad101.siemens-energy.net,PDMS - E F
19625,132.186.119.75,828,UDP 8000; UDP 8001; UDP 135,inggnm7cero.ad101.siemens-energy.net,PDMS - E F
19626,132.186.79.114,17100,TCP 8010,INMUMTHAIAAS054.ad001.siemens.net,FX Tool
19632,139.23.155.247,5365,TCP 8051,pkgph10d.os.fth.sbs.de,SAP HCM (PH1) [NWE] + ESP portal
19634,140.231.6.117,17086,TCP 4343,aumelbw711srv.ad001.siemens.net,SiPass
20105,132.186.122.27,17746,TCP 8081,132.186.122.27:8081/earnplus-civil-client-it/login,earn+civil  
19914,139.25.205.244,17042,TCP 9200-9399,ES,Cyber Defense Center (CDC) “Log Collectors”
19638,139.25.205.212,17042,TCP 53; TCP 88; TCP 464; UDP 123; TCP 389; TCP 443; TCP 636; UDP 53; UDP 88; UDP 464,Ipa,Cyber Defense Center (CDC) “Log Collectors”
19917,139.25.205.234,17042,TCP 443;TCP 5665,ICINGA,Cyber Defense Center (CDC) “Log Collectors”
19918,161.134.134.174,17042,TCP 80;TCP 443;TCP 8140,Puppet,Cyber Defense Center (CDC) “Log Collectors”
19935,140.231.41.20,17042,TCP 8140,Puppet,Cyber Defense Center (CDC) “Log Collectors”
19944,161.134.134.186,17042,TCP 53;UDP 53,DNS,Cyber Defense Center (CDC) “Log Collectors”
19932,139.25.205.241,17042,TCP 5044,Graylog,Cyber Defense Center (CDC) “Log Collectors”
19943,161.134.134.168,17042,TCP 1984,Xymon,Cyber Defense Center (CDC) “Log Collectors”
19940,155.45.163.130,17042,UDP 123,NTP,Cyber Defense Center (CDC) “Log Collectors”
19672,139.25.19.94,17009,TCP 443; TCP 9000,forensic.cert.siemens.com,Siemens CERT Forensic Upload Portal
19676,140.231.120.81,5672,TCP 135;TCP 137;TCP 138,mypljy015srv.ad001.siemens.net,PD Web Application for AAN
19688,163.242.205.140,4853,TCP 57018,rumowks0140srv.ad001.siemens.net,Kofax
19680,146.254.141.146,,TCP 139;TCP 445;UDP 137;UDP 138,defthwa004gsrv.ad001.siemens.net,Fiona share
19681,10.143.151.13,4272,TCP 1100; TCP 3200; TCP 3300; TCP 4820,aeuc1c003002x,P2P CCM
19682,139.23.95.102,4272,TCP 443; TCP 3379; TCP 4879,adp.siemens.net,P2P CCM
19690,132.186.217.205,17140,TCP 8095;UDP 8095;TCP 8096;UDP 8096;TCP 1433,inbaom00001srv.ad001.siemens.net,DiPEC
19700,163.242.75.25,17465,TCP 8530;TCP 8531,czprgs858v38.ad001.siemens.net,WSUS
19705,139.25.122.138,4046,TCP 4800;TCP 3300,testcmd.siemens.com,CMD interface 
19706,139.21.213.16,17034,TCP 3609,etd-dnp.eps.siemens.com,DNP
19708,139.22.180.79,99995,TCP 30513,sapha062.os.fth.sbs.de,SAP
19709,146.254.221.92,5163,TCP 2049;TCP 111;TCP 4045-4047,ptf.trench-group.com,SAP_PTF
19711,132.186.124.48,17220,TCP 8740; TCP 8741; TCP 8742; TCP 4343,inmumthaiaas042.ad001.siemens.net,SiPass Integrated
19723,139.23.240.53,5197,TCP 4800-4899,,SecureProvisioning
19724,139.21.170.175,,"TCP 443
TCP 21
UDP 137
TCP 137
UDP 138
TCP 139
TCP 445",,s_SIFOS
19793,139.23.171.229,99995,TCP 35415; TCP 35413,,SAP
19794,139.23.171.229,99995,TCP 36215; TCP 36213,,SAP
19798,139.23.171.201,99995,TCP 34215; TCP 34213,,SAP
19734,139.23.231.229,2273,TCP 3254; TCP 3654; TCP 3354; TCP 4854; TCP 9054; TCP 8443,,SAP BWP
19735,139.23.231.233,2273,TCP 8889,,SAP BWP
19736,132.186.79.248,17221,TCP  80; TCP 443; TCP 447; TCP 448,,MINERVA
19741,139.22.14.198,2048,"TCP 4700
TCP 4701
TCP 3601
TCP 3600
TCP 4800
TCP 8443
TCP 3200-3201
TCP 4801
TCP 8080",,SAP EWM A0P
19744,129.214.179.130,3717,TCP 6002,Not apply;  SAP Interface,Facturacion electronica Peru
19745,129.214.179.130,3717,TCP 6001,Not apply;  SAP Interface,Facturacion electronica Peru
19747,136.157.210.21,17523,"TCP 7498
TCP 135
TCP 136
TCP 137
TCP 138
TCP 445
TCP 139",,s_Concierge
19752,158.92.68.149,99997,TCP 20;TCP 21;TCP 22;TCP 23;TCP 80;TCP 451;TCP 452;TCP 450;TCP 4500;TCP 8080,,SI-Teil
19753,140.231.80.125,1977,TCP 50301,sgsgpk099kd.siemens.com.sg,SAP: AP0 (AAE)
19890,139.22.180.173,99995,TCP 30115;TCP 30113,,RBT 
19759,140.231.76.28,3258,TCP 3303,DEFTHWA0206SRV.ad101.siemens-energy.net,GloBus Teamcenter
19757,139.22.52.184,99995,"TCP 22
TCP 873",,s_defthwa9i97
20075,139.23.50.152,2212,TCP 3210; TCP 3310; TCP 4810; TCP 8410,demchdc6m8x.dc4ca.siemens.de,ESPRIT (Corporate Closing)
19767,139.23.50.142,2212,TCP 3202; TCP 3302; TCP 3601; TCP 4802; TCP 443; TCP 444,demchdc6kax.dc4ca.siemens.de,SE ESPRIT SAP System
19769,139.23.82.24,2212,TCP 3230; TCP 3330; TCP 4830; TCP 8430,demchdc6upx.dc4ca.siemens.de,SE ESPRIT SAP System
19770,139.21.170.116,571,TCP 8181;TCP 8381;TCP 8182;TCP 8382,,SNX WAN Monitoring
19774,139.21.170.121,571,UDP 161;UDP 162,,SNX WAN Monitoring
19791,139.23.156.180,571,TCP 161;TCP 162; TCP 9995,,SNX WAN Monitoring
19796,139.23.171.201,99995,TCP 35215; TCP 35213,,SAP
20171,137.223.43.230,99994,"TCP 111
TCP 2049
TCP 2052",,Atos Infra IRV LD (Atos MMSA)
19806,141.29.20.180,17042,TCP 6514; TCP 514; UDP 6514; UDP 514,,Cyber Defense Center (CDC) “Log Collectors”
19817,161.218.9.10,99994,TCP 443;TCP 8140;TCP 4222,,s_webserviceMMSA
19820,139.22.52.184,99995,"TCP 30713
TCP 30715",,s_defthwa9i97
19841,129.214.17.101,,TCP 80; TCP 443;TCP 3389; TCP 22,,s_atos-bps
19846,157.163.179.41,,TCP 3250;TCP 3350;TCP 3650;TCP 4850,,s_atos-bps
19847,157.163.179.42,,TCP 3252;TCP 3352;TCP 3652;TCP 4852,,s_atos-bps
19848,157.163.179.43,,TCP 3253;TCP 3353;TCP 3653;TCP 4853,,s_atos-bps
19849,157.163.179.44,,TCP 3251;TCP 3351;TCP 3651;TCP 4851,,s_atos-bps
19851,157.163.179.36,,TCP 3200;TCP 3300;TCP 3600;TCP 4800,,s_atos-bps
19867,10.99.159.119,,TCP 80;TCP 443;TCP 3389;TCP 6201; TCP 6210,,s_atos-bps
19870,10.99.159.8,,TCP 7001;TCP 4443;TCP 7777,,s_atos-bps
19874,129.214.226.192,,TCP 4840;TCP 102;TCP 80;TCP 443;TCP 3389;TCP 1433;TCP 445;UDP 34964,,s_atos-bps
19877,139.23.101.75,2211,TCP 3302;TCP 3202;TCP 4802;TCP 3601,,SAP HCM - GloHRia (HCP) [EU SWE]
19885,139.21.223.172,2122,TCP 3302; TCP 3602; TCP 3202,defthwa9icq.os.fth.sbs.de ,Spiridon SAP E35
19895,132.186.199.166,12685,TCP 49152-49202; TCP 371,INDELA7CCA.AD001.SIEMENS.NET,ClearCase
19916,139.25.205.212,17042,TCP 53;TCP 88;TCP 464;UDP 53; UDP 88; UDP 464; UDP 123; TCP 389;TCP 443;TCP 636,Ipa,Cyber Defense Center (CDC) “Log Collectors”
19947,139.25.20.71,17042,TCP 6514;UDP 6514;TCP 514; UDP 514,cdc-forwarder,Cyber Defense Center (CDC) “Log Collectors”
19949,163.242.193.156,,TCP 21,,s_atosupdate
19950,132.186.125.126,17224,TCP 2910; TCP 2930;TCP 2939;TCP 1824;TCP 2063;TCP 4941;TCP 2942;TCP 2941;TCP 4940;UDP 2613;UDP 4940,INMUMTHAIAAS067.ad001.siemens.net,Ricoh-Printer
19951,132.186.79.248,17287,TCP 80;TCP 443;TCP 447;TCP 448;TCP 1433,inggnh777srv.ad001.siemens.net,Minerva  QM proces
19952,132.186.217.40,17288,TCP 80;TCP 443;TCP 786;TCP 787;TCP 788;TCP 789;TCP 790;TCP 791;TCP 792;TCP 793;TCP 794;TCP 795;TCP 796;TCP 797;TCP 798;TCP 799;TCP 800,invadi7cac.ad001.siemens.net,QPMT
19953,132.186.217.39,17289,TCP 80;TCP 443;TCP 1433;TCP 8080;TCP 447;TCP 448;TCP 449;TCP 450,INVADI7CAB.ad001.siemens.net,IPMS
19954,132.186.217.170,17290,TCP 80;TCP 1111;TCP 1112;TCP 1113,invadi111srv.ad001.siemens.net,IPMS_IIS
19955,132.186.79.116,17303,TCP 3389;TCP 443;TCP 80;TCP 8080,INMUMTHA152SRV.ad001.siemens.net,GEC Portal
19959,132.186.199.166,12685,TCP 49152 - 49202; TCP 371; TCP 1024 - 1080; TCP 1352; TCP 1413; TCP 3900; TCP 5104,INDELA7CCA.AD001.SIEMENS.NET,ClearCase
19969,163.242.203.28,2887,TCP 1407,cimwh.siemens.ru,SAP HR (MW5) [RCA] + ESS/MSS MWK myHR portal
19970,163.242.203.30,2887,TCP 50901,jcmwi.siemens.ru,SAP HR (MW5) [RCA] + ESS/MSS MWK myHR portal
19971,132.186.93.168,99996,UDP 111,inaw216476svr.ad001.siemens.net,PLM
19972,146.254.6.55,12685,UDP 371,DEERLF7RUDCCA.AD001.SIEMENS.NET,ClearCase
19988,132.186.79.34,99996,TCP 111,inbomt094srv.ad001.siemens.net ,PLM
19993,140.231.80.80,1977;6077,TCP 4801,,WSTime
19997,139.21.161.203,99998,TCP 30115,denbgat9o7q.os.fth.sbs.de,SAP VP2
20151,139.21.161.234,99998,TCP 30215,,SAP ERP VP2
20008,140.231.137.134,5333,TCP 3202; TCP 4802,fiori-fis.siemens.com,SAP Fiori - Germany
20009,139.23.84.107,5333,TCP 44336; TCP 55336; TCP 44337; TCP 55337; TCP 44358; TCP 55358; TCP 44359; TCP 55359; TCP 44360; TCP 55360; TCP 44371; TCP 55371; TCP 44375; TCP 55375; TCP 44354; TCP 55354; TCP 44357; TCP 55377; TCP 44363; TCP 55363,fiori-dev-wd.siemens.com,SAP Fiori - Germany
20011,139.23.84.91,5333,TCP 44336; TCP 44337; TCP 44358; TCP 44359; TCP 44362; TCP 44366; TCP 44368; TCP 44369; TCP 44371,fiori-prod-wd.siemens.com ,SAP Fiori - Germany
20016,139.23.98.103,2232,TCP 3202; TCP 3302; TCP 3601; TCP 4802; TCP 443; TCP 25,,Smart Analytics
20018,139.23.82.13,2232,TCP 3220; TCP 3320; TCP 4820; TCP 8420,,Smart Analytics
20070,139.25.229.27,2212,TCP 445; UDP 445,,ESPRIT (Corporate Closing)
20030,139.21.205.55,2232,TCP 3202; TCP 3302; TCP 3601; TCP  4802; TCP 443; TCP  444; TCP 25,"sem.siemens-energy.com
demchdc6vcx.dc4ca.siemens.de",Smart Analytics
20038,140.231.14.102,12366,TCP 44321; TCP 44300,sgsgpk099ub.siemens.com.sg     ,SAP AP9
20035,140.231.14.105,12366,TCP 44321,sgsgpk0976u.siemens.com.sg     ,SAP AP9
20041,139.23.29.145,12366,TCP 44311; TCP 44321,,SAP AP9
20049,147.54.101.190,12524,TCP 3389; UDP 47808; UDP47809,GLTSRV01.ad001.siemens.net,Desigo Insight
20050,139.25.231.74,6103,TCP 21; TCP 1100,,SITRIS Siemens Logistic Track & Trace System
20052,157.163.138.100,4397,TCP443; TCP 3650; TCP 3350; TCP 4850,sn1s7101.ad001.siemens.net,OneSRM
20055,158.226.21.58,7640,TCP 1100; TCP 11000,,OpenFT
